# Category	LocalIndex	DisplayName	BlueprintCost	ConstructionCost	TemplateType	IconPath	SpriteTexturePath	DetailText
Infrastructure	0	도로		15	SingleTileMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_Road.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_Road.png	등장 시기: 식민지 시대, 세계대전 시대(다리)\n건물을 도로로 연결하여 상품 운송과 이동을 가능하게 합니다.
Industry	14	플라스틱 공장	5250	10500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_plasticPlant.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_plasticPlant.png	등장 시기: 냉전 시대\n필요 인력: 5 (무학력자)\n필요 전력: 25MW\n크기: 4x3\n효과: 석유를 가공해 플라스틱 생산, 많은 공해 배출\n운영 모드:\n- 표준 제조\n- 고속 제조 (소모량 +100%, 생산량 +75%)\n업그레이드:\n- 안전 폐기 장치 (냉전, 8000, 공해 -50%, 유지비 +200%)\n- 바이오폴리머 제조 시설 (현대, 4500, 옥수수 재고 추가, 옥수수 생산 허용)
Industry	15	자동차 공장	5500	22000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_vehicleFactory.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_vehicleFactory.png	등장 시기: 냉전 시대\n필요 인력: 10 (고졸)\n필요 전력: 50MW\n크기: 6x3\n효과: 강철/고무를 가공해 차량 생산, 공해 배출\n운영 모드:\n- 자동차 회사\n- 회사 자동차 (전 직원 차량 이용, 유지비/직업 품질 증가)\n업그레이드:\n- 충돌 시험용 더미 (냉전, 1000, 직업 품질 +5)\n- 완전 자동화 조립 (현대, 5000, 일자리 -2, 효율 +30%, 전력 +15MW)\n- 향상된 공해 테스트 소프트웨어 (현대, 500, 환경주의자 우호도 +5)
Industry	16	전자 제품 공장	12500	25000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_electronicsFactory.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_electronicsFactory.png	등장 시기: 현대 시대\n필요 인력: 8 (고졸)\n필요 전력: 60MW\n크기: 4x3\n효과: 황금/플라스틱을 가공해 전자 제품 생산, 공해 배출\n운영 모드:\n- 조립 공정\n- 노동력 착취 (연구 필요, 생산량 +20%, 직업 품질 -50%, 사망 위험 증가)\n업그레이드:\n- 조립 로봇 (현대, 생산량 +50%, 전력 +100MW)
Industry	17	패션 회사	9000	18000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_fashionCompany.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_fashionCompany.png	등장 시기: 현대 시대\n필요 인력: 4 (무학력자)\n필요 전력: 25MW\n크기: 4x2\n효과: 옷감/가죽을 가공해 의류 생산, 적은 공해 배출\n운영 모드:\n- 바쁜 쿠튀르\n- 오트 쿠튀르 (옷감+가죽 동시 소모, 임금/직업 품질 증가)\n업그레이드:\n- 공장 직판점 (현대, 15000, 주변 주거 품질 보너스, 생산량 -1)
Industry	18	제약 회사	14000	28000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_pharmaceuticalCompany.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_pharmaceuticalCompany.png	등장 시기: 현대 시대\n필요 인력: 6 (고졸)\n필요 전력: 80MW\n크기: 4x3\n효과: 석유를 가공해 의약품 생산, 공해 배출\n운영 모드:\n- 감쪽같은 복제품\n- 강력한 플라시보 약 (연구 필요, 설탕 소모 생산)\n- 지역시장 공급 (산출량 -25%, 나이트클럽/경기장 효율 보너스)
Industry	19	주스 공장	6000	12000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_juicer.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_juicer.png	등장 시기: 현대 시대\n필요 인력: 5 (무학력자)\n필요 전력: 30MW\n크기: 4x3\n효과: 바나나/파인애플을 가공해 주스 생산, 적은 공해 배출
Housing	0	판잣집	없음	없음(건설불가)	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\ICO_Flophouse.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\ICO_Flophouse.png	등장 시기: 식민지 시대\n수용 가구: 1\n주거 품질: 10\n요구 재산: 파산\n크기: 1x1\n효과: 주거지를 찾지 못한 시민이 자발적으로 건설\n비고: 건축 UI 미노출, 적은 공해, 주변 치안 감소
Housing	1	시골 주택	없음	850	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_countryHouse.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_countryHouse.png	등장 시기: 식민지 시대\n수용 가구: 2\n주거 품질: 48\n요구 재산: 유복\n크기: 2x1\n운영 모드:\n- 판잣집보단 낫다\n- 작은 에덴 (유지비 +50%, 주거 품질 +12)\n업그레이드:\n- 배전 (세계대전)\n- 현대화 (세계대전, 단독주택으로 업그레이드)
Housing	2	합숙소	없음	1200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_bunkhouse.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_bunkhouse.png	등장 시기: 식민지 시대\n수용 가구: 6\n주거 품질: 32\n요구 재산: 가난\n크기: 2x2\n운영 모드:\n- 보통 점유율\n- 더 높이 쌓기 (가구수 +2, 주거 품질 -8, 파산 시민 입주 가능)
Housing	3	저택	없음	1200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_mansion.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_mansion.png	등장 시기: 식민지 시대\n수용 가구: 1\n주거 품질: 68\n요구 재산: 부유\n크기: 3x2\n업그레이드:\n- 배전 (세계대전)\n- 현대화 (현대, 전력 필요, 현대식 저택으로 업그레이드)
Housing	4	단독주택	1000	1450	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_house.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_house.png	등장 시기: 세계대전 시대\n수용 가구: 3\n주거 품질: 64\n요구 재산: 유복\n크기: 2x1\n운영 모드:\n- 보통 관리\n- 과시하기 (연구 필요, 유지비 +10, 주변 미관 +5)
Housing	5	간이 숙박소	1000	1800	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\ICO_Flophouse.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\ICO_Flophouse.png	등장 시기: 세계대전 시대\n수용 가구: 9\n주거 품질: 38\n요구 재산: 가난\n크기: 3x1\n효과: 고밀도 저가 주거
Housing	6	아파트	1500	3000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_apartment.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_apartment.png	등장 시기: 세계대전 시대\n수용 가구: 10\n주거 품질: 52\n요구 재산: 유복\n크기: 3x2\n업그레이드:\n- 현대화 (현대, 현대식 아파트로 업그레이드)
Housing	7	서민 아파트	1950	3900	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_tenment.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_tenment.png	등장 시기: 냉전 시대\n수용 가구: 20\n주거 품질: 36(시간 경과로 악화)\n요구 재산: 가난\n크기: 3x3
Housing	8	공동주택	1750	3500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_Conventillo.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_Conventillo.png	등장 시기: 냉전 시대\n수용 가구: 16\n주거 품질: 40\n요구 재산: 가난\n크기: 3x2\n효과: 적은 공해, 주변 치안 감소
Housing	9	현대식 아파트	4325	8650	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_modernApartment.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_modernApartment.png	등장 시기: 현대 시대\n필요 전력: 50MW\n수용 가구: 16\n주거 품질: 80\n요구 재산: 유복\n크기: 3x2
Housing	10	현대식 저택	1025	2050	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_modernMansion.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_modernMansion.png	등장 시기: 현대 시대\n필요 전력: 18MW\n수용 가구: 3\n주거 품질: 90\n요구 재산: 부유\n크기: 3x2
Housing	11	보안 저택	1025	2050	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsDLC\\T_ICO_DLC_superVilla.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsDLC\\T_ICO_DLC_superVilla.png	등장 시기: 현대 시대\n필요 전력: 18MW\n수용 가구: 2\n주거 품질: 90\n요구 재산: 부유\n크기: 3x2
Entertainment	0	주점	없음	1200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_tavern.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_tavern.png	등장 시기: 식민지 시대\n필요 인력: 3 (무학력자)\n직업 품질: 40\n서비스 품질: 32\n수용 인원: 12\n재산 요구치: 가난\n선호 관광객: 문화\n효과: 시민/관광객 유흥 제공, 주변 치안 감소\n운영 모드:\n- 물처럼 흐르는 슬픔\n- 음료 무한 제공 (직업 품질 +20, 효율 +25%)
Entertainment	1	서커스	2400	4800	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_circus.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_circus.png	등장 시기: 식민지 시대\n필요 인력: 6 (무학력자)\n직업 품질: 45\n서비스 품질: 45\n수용 인원: 36\n재산 요구치: 가난\n선호 관광객: 아동\n운영 모드:\n- 광대와 팝콘\n- 야수와 피 (연구 필요)\n- 마법사와 마법 (연구 필요)\n업그레이드:\n- 화재 방지 시스템 (냉전)
Entertainment	2	버스커	800	400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_theatre.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_theatre.png	등장 시기: 식민지 시대\n필요 인력: 1 (무학력자)\n직업 품질: 45\n서비스 품질: 20\n수용 인원: 6\n재산 요구치: 파산\n크기: 1x1\n비고: 도로
Entertainment	3	식물원	1050	4200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_botanicalGarden.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_botanicalGarden.png	등장 시기: 세계대전 시대\n필요 인력: 2 (무학력자)\n직업 품질: 45\n서비스 품질: 30\n수용 인원: 16\n재산 요구치: 파산\n선호 관광객: 배낭여행\n효과: 주변 공해 감소
Entertainment	4	유원지 부두	3675	7350	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_funFairPier.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_funFairPier.png	등장 시기: 세계대전 시대\n필요 인력: 6 (무학력자)\n필요 전력: 20MW\n직업 품질: 45\n서비스 품질: 60\n수용 인원: 24\n재산 요구치: 가난\n선호 관광객: 아동
Entertainment	5	레스토랑	1300	2600	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_restaurant.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_restaurant.png	등장 시기: 세계대전 시대\n필요 인력: 4 (무학력자)\n직업 품질: 45\n서비스 품질: 65\n수용 인원: 12\n재산 요구치: 유복\n효과: 유흥 제공 + 방문 시민 음식 만족도 증가
Entertainment	6	오락실	600	2400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_arcade.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_arcade.png	등장 시기: 냉전 시대\n필요 인력: 3 (무학력자)\n필요 전력: 10MW\n직업 품질: 50\n서비스 품질: 50\n수용 인원: 12\n재산 요구치: 유복\n선호 관광객: 아동
Entertainment	7	패스트푸드 체인점	575	2300	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_fastFoodJoint.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_fastFoodJoint.png	등장 시기: 냉전 시대\n필요 인력: 4 (무학력자)\n직업 품질: 40\n서비스 품질: 45\n수용 인원: 20\n재산 요구치: 가난\n선호 관광객: 휴양, 아동\n효과: 유흥 제공 + 방문 시민 음식 만족도 증가
Entertainment	8	영화관	2360	9440	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_movieTheatre.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_movieTheatre.png	등장 시기: 냉전 시대\n필요 인력: 4 (무학력자)\n필요 전력: 10MW\n직업 품질: 60\n서비스 품질: 70\n수용 인원: 24\n재산 요구치: 가난\n선호 관광객: 휴양
Entertainment	9	아쿠아 파크	4500	9000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_aquaPark.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_aquaPark.png	등장 시기: 현대 시대\n필요 인력: 3 (무학력자)\n필요 전력: 15MW\n직업 품질: 50\n서비스 품질: 70\n수용 인원: 18\n재산 요구치: 유복\n선호 관광객: 휴양, 아동
Entertainment	10	롤러코스터	4700	9400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_rollerCoaster.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_rollerCoaster.png	등장 시기: 현대 시대\n필요 인력: 3 (무학력자)\n필요 전력: 35MW\n직업 품질: 50\n서비스 품질: 70\n수용 인원: 18\n재산 요구치: 가난\n선호 관광객: 스릴중독, 아동
Entertainment	11	경기장	10500	21000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_stadium.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_stadium.png	등장 시기: 현대 시대\n필요 인력: 12 (무학력자)\n필요 전력: 60MW\n직업 품질: 50\n서비스 품질: 80\n수용 인원: 60\n재산 요구치: 유복
Entertainment	12	극장	1325	5300	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_theatre.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_theatre.png	등장 시기: 식민지 시대\n필요 인력: 미기재\n직업 품질: 50\n서비스 품질: 60\n수용 인원: 24\n재산 요구치: 유복\n선호 관광객: 문화
Entertainment	13	오페라 극장	2470	9400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_operaHouse.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_operaHouse.png	등장 시기: 식민지 시대\n필요 인력: (고졸) - 인원 미기재\n직업 품질: 60\n서비스 품질: 75\n수용 인원: 16\n재산 요구치: 부유\n선호 관광객: 문화
Entertainment	14	카바레	1250	5000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_cabaret.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_cabaret.png	등장 시기: 세계대전 시대\n필요 인력: 미기재\n직업 품질: 50\n서비스 품질: 65\n수용 인원: 16\n재산 요구치: 유복\n선호 관광객: 문화\n운영 모드:\n- 무용 법\n- 풍자극 (연구 필요)\n- 정치적 행동 (연구 필요)\n업그레이드:\n- 재생 장비 (냉전, 5000, 효율 +10%, 전력 +25MW)
Entertainment	15	카지노	2300	9200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_casino.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_casino.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n직업 품질: 60\n서비스 품질: 70\n수용 인원: 24\n재산 요구치: 유복\n선호 관광객: 스릴중독
Entertainment	16	칵테일 바	850	3400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cocktailBar.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cocktailBar.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n직업 품질: 60\n서비스 품질: 70\n수용 인원: 12\n재산 요구치: 유복\n선호 관광객: 휴양\n운영 모드:\n- 트로피코의 자유\n- 상류층 (연구 필요)\n- 해피 아워 (연구 필요)\n업그레이드:\n- 단방향 거울 (냉전, 2500, 첩보 학교 효율 보너스)
Entertainment	17	골프 코스	3000	12000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_golfcourse.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_golfcourse.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n직업 품질: 45\n서비스 품질: 60\n수용 인원: 20\n재산 요구치: 유복\n선호 관광객: 휴양
Entertainment	18	고급 레스토랑	4000	16000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_gourmetRestaurant.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_gourmetRestaurant.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n직업 품질: 65\n서비스 품질: 80\n수용 인원: 12\n재산 요구치: 부유\n선호 관광객: 문화\n효과: 유흥 제공 + 방문 시민 음식 만족도 증가
Entertainment	19	나이트클럽	미기재	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_nightClub.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_nightClub.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n직업 품질: 50\n서비스 품질: 65\n수용 인원: 20\n재산 요구치: 유복\n선호 관광객: 스릴중독\n효과: 주변 치안 감소
Entertainment	20	스노클 베이	2450	9800	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_snorkelBay.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_snorkelBay.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n직업 품질: 60\n서비스 품질: 65\n수용 인원: 12\n재산 요구치: 유복\n선호 관광객: 배낭여행, 스릴중독\n비고: 어장\n운영 모드:\n- 암초 보존\n- 사냥을 허가한다 (연구 필요)\n- 물고기 유인 (연구 필요)
Entertainment	21	해변 휴양지	2500	5000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_beachResort.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_beachResort.png	등장 시기: 현대 시대\n필요 인력: 미기재\n직업 품질: 55\n서비스 품질: 65\n수용 인원: 20\n재산 요구치: 유복\n선호 관광객: 휴양\n운영 모드:\n- 문 열기\n- 칵테일 타임 (연구 필요)\n업그레이드:\n- 자동 해변 청소기 (1500, 서비스 품질 +10)
Entertainment	22	행글라이딩	2000	4000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_hangGlider.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_hangGlider.png	등장 시기: 현대 시대\n필요 인력: 미기재\n직업 품질: 50\n서비스 품질: 75\n수용 인원: 12\n재산 요구치: 유복\n선호 관광객: 스릴중독\n운영 모드:\n- 바람처럼 비행\n- 추가 관광 (연구 필요)\n- 추가 연료\n업그레이드:\n- 고출력 엔진 (3000, 요금 +1, 서비스 품질 +5)
Entertainment	23	현대 미술관	8750	17500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_museumOfModernArt.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_museumOfModernArt.png	등장 시기: 현대 시대\n필요 인력: 미기재\n직업 품질: 75\n서비스 품질: 70\n수용 인원: 20\n재산 요구치: 유복\n선호 관광객: 문화
Entertainment	24	요트 클럽	5900	미기재(원문 누락)	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_yachtClub.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_yachtClub.png	등장 시기: 현대 시대\n필요 인력: 미기재(원문 표기 오류: 11800)\n직업 품질: 75\n서비스 품질: 95\n수용 인원: 8\n재산 요구치: 부유\n운영 모드:\n- 안락한 일몰\n- 어마어마한 중요도 (연구 필요)\n- 만지지 말고 눈으로만 (연구 필요)\n업그레이드:\n- 개인 선창 (5000, 더럽게 부유한 관광객 출국 지원)
MediaEducation	0	신문사	없음	1800	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_newspaper.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_newspaper.png	등장 시기: 식민지 시대\n필요 인력: 4 (고졸)\n효과: 주변 자유 증가, 주변 거주 시민 대상 선전물 출판\n운영 모드:\n- 개방적인 사고\n- 독립 신문 (식민지 시대만 가능)\n- 군식구\n- 광고 전단\n- 붉은 별 (세계대전, 연구 필요)\n- 거래와 수익 (세계대전, 연구 필요)\n- 말 (세계대전, 연구 필요)\n- 총잡이 (세계대전, 연구 필요)\n- 대지와 바람 (냉전, 연구 필요)\n- 차세대 (냉전, 연구 필요)\n- 보호자 (현대, 연구 필요)\n- 생각합시다! (현대, 연구 필요)
MediaEducation	1	도서관	없음	3600	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_library.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_library.png	등장 시기: 식민지 시대\n필요 인력: 3 (고졸)\n효과: 통치 수단에 쓸 지식 생성\n운영 모드:\n- 입증된 도서 목록\n- 공익 서비스 지원 (효율 -25%, 학교 계열 효율 보너스)\n업그레이드:\n- 학과 분류 (세계대전, 2000, 효율 +25%)\n- 전자 책장 (현대, 일자리 -1, 지식 생산 +50%)
MediaEducation	2	고등학교	3500	7000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_highschool.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_highschool.png	등장 시기: 세계대전 시대\n필요 인력: 4 (고졸)\n효과: 무학력 시민에게 고등학교 교육 제공\n운영 모드:\n- 일반 교육\n- 군사 교육 (연구 필요)\n- 종교 교육 (연구 필요)\n업그레이드:\n- 상호 소통 교육 (현대 시대)
MediaEducation	3	대학교	6000	12000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_college.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_college.png	등장 시기: 세계대전 시대\n필요 인력: 3 (대졸)
