# BuildingId	Description
build_10_6	군사 기지를 건설하면 군사령관이 전차를 사용할 수 있습니다. 전차는 시내의 무력 충돌을 진압하는 용도로는 극히 부적절하지만, 그 위용만으로 시위대를 충분히 위협할 수 있습니다.
build_10_7	특공대는 현대 군대의 이기를 빠짐없이 누립니다. 낙하산 침투에 사용할 비행기와 실용적인 칼, 복면 아래에 칠할 멋진 위장 크림까지 말이죠. 민간인 사회에 다시 적응시키기는 힘들어도 전시에는 빛을 발합니다.
build_10_8	보안 검색대만큼 '자유 수호 정신'을 강하게 상징하는 게 또 있을까요? 서류는 소지하고 계십니까? 이 사진에 나온 게 정말 당신 맞나요? 불편한 감시야말로 자유의 문을 여는 여권이라 할 수 있습니다!
build_10_9	이동식 활주로를 갖춰 두고, 착륙 지점 오판으로 무지막지하게 비싼 비행기를 바다에 풍덩 빠뜨리는 것이야말로 군사력을 과시하는 최고의 방법이죠.
build_10_10	여긴 첩보 학교가 아닙니다... 인정하면 당신을 죽여야 한단 말입니다.  앞마당에서 기상천외한 도구를 시험하며 기습 훈련을 하는 첩보원들은 그냥 못 본 척하십시오.
build_10_11	이 첨단 방어 기지에서는 군 장성들이 수백 개의 모니터에 뜨는 불가해한 데이터를 지켜보며, 당신이 전쟁으로부터 돈을 얼마나 벌고 있는지를 파악합니다. 참, 승전에도 조금은 도움이 된다는군요.
build_10_12	어차피 인권 조약을 파기할 계획이라면 사생활을 침해하고, 준법정신을 저버리며, 로봇 비행기로 암살을 자행할 수 있는 간편하고 멋진 드론 지휘소에 투자하시는 건 어떻습니까?
build_10_13	적이 하면 야비한 해킹이고, 내가 하면 대안적 사실을 이용해서 온라인 현실을 살짝 바로잡는 것이지요.
build_11_2	지하 감옥은 최신의 중세 고급 관개 기술을 바탕으로 넘치는 습기와 철통같은 보안을 자랑하는 시설로, 범죄자에게 맞춤형 재교육을 제공합니다.
build_11_3	트로피코 사법 체계를 대표하는 특징은 바로 뇌물을 받는 순찰 경관과 극적으로 가변성이 높은 출동 시간입니다. 돈을 내는 만큼 받는다는 원칙만큼은 철저하게 준수하는 셈이죠.
build_11_4	범죄자들을 비좁은 교도소에 가둬 두고 몇 년 동안 범죄 기술을 가르쳐, 출소 후에 더욱 큰일을 저지르게 만드는 것이야말로 '재활' 아닐까요.
build_11_5	출입국 관리소를 건설하면, 안 그래도 번거로운 국제 이주가 끝이 없고 요식적인 서류 작업으로 더욱더 지긋지긋해집니다.
build_11_6	반짝이는 정부 청사를 새로 건설하면, 임의의 관료 부서를 만들고 측근을 장으로 임명해서 관료들을 감시하며 '민주주의'의 이름으로 시민 생활의 면면을 세밀하게 관리할 수 있습니다.
build_11_7	대사관을 지어 대사를 초청하면, 살인을 저지르고도 외교관 면책 특권으로 법망을 빠져나가는 능력을 지닌 엘리트 전문가 계층을 육성할 수 있습니다.
build_11_8	은행은 수학의 힘을 이용해서 빚을 점점 불려 가는 능력, 또는 연말 정산 때 굳이 기재하지 않는 편이 나은 수상쩍은 '기회'에 투자하는 능력을 부여합니다.
build_11_9	법은 흔들리지 않습니다. 그리고 우리는 법원을 통해 법을 해석하고 따끈따끈한 정의를 구현하죠! 물론 그 와중에 지속적인 수익을 창출하기도 하면서요!
build_11_10	정보는 좋은 것이죠? 정부 청사는 유용하고요? 그러니 정보부 청사를 건설하는 게 비도덕적일 리가 있겠습니까? 심지어 '선진 취조' 도구가 무료로 딸려 오는데 말이지요.
build_11_11	현대 경찰관은 도보로, 또는 차나 말을 타고 범죄와 싸웁니다. 이제 이 실용적인 경찰 비행선 덕분에, 하늘을 아주 천천히 날면서 범죄와 싸우는 것도 꿈속의 일만은 아닙니다.
build_11_12	비참한 근로자들을 사무소에 꾸역꾸역 욱여넣는 게 돈을 버는 데 도움이 되는 이유는 아무도 모르지만, 누가 돈을 내는 이상 괜한 질문은 하지 않는 게 좋습니다.
build_11_13	연안 은행을 사용하면 소위 '공해'라는 회색 지역으로 개인 자금을 옮길 수 있는데, 굳이 기존의 은행을 사용할 필요가 있을까요?
